filename,CLIP-Score
00000.png,0.35498046875
00001.png,0.35888671875
00002.png,0.3447265625
00003.png,0.362060546875
00004.png,0.32470703125
00005.png,0.325927734375
00006.png,0.311279296875
00007.png,0.314453125
,0.337127685546875
